trial,arm,reward,cost
0,0,0.12790412922001376,0.056
0,1,0.4010515284806526,0.097
0,2,0.7419121865976486,0.081
0,3,0.3474830192821852,0.072
0,4,0.14286198342458586,0.041
1,0,0.007591716225289508,0.056
1,1,0.03874509873063986,0.097
1,2,0.8950369682396904,0.081
1,3,0.48164450809513276,0.072
1,4,0.0476124002384139,0.041
2,0,0.057195393582376554,0.056
2,1,0.22575931628808274,0.097
2,2,0.7296656198292593,0.081
2,3,0.18603793439237606,0.072
2,4,0.13705250390757492,0.041
3,0,0.15977204669126083,0.056
3,1,0.5559488031037793,0.097
3,2,0.8394233021879601,0.081
3,3,0.412221916522268,0.072
3,4,0.14845643379075468,0.041
4,0,0.03997461498940883,0.056
4,1,0.3947439821046639,0.097
4,2,0.8291034001262183,0.081
4,3,0.3364440259725361,0.072
4,4,0.09784478053244022,0.041
5,0,0.0838244613602479,0.056
5,1,0.2466351196157513,0.097
5,2,0.7994472137679874,0.081
5,3,0.3770549546168044,0.072
5,4,0.23893489132561235,0.041
6,0,0.0,0.056
6,1,0.4091992264357671,0.097
6,2,1.0,0.081
6,3,0.5193639724282317,0.072
6,4,0.22186383160538625,0.041
7,0,0.18817610389486106,0.056
7,1,0.19909146571348924,0.097
7,2,0.6416705786463113,0.081
7,3,0.4773700416833682,0.072
7,4,0.14618583383370404,0.041
8,0,0.0,0.056
8,1,0.21194087339528933,0.097
8,2,0.6869447695318434,0.081
8,3,0.41344288826280223,0.072
8,4,0.25821227947130393,0.041
9,0,0.18877484595933575,0.056
9,1,0.3894332330108761,0.097
9,2,0.8754997797244737,0.081
9,3,0.3792834109895426,0.072
9,4,0.137652260501504,0.041
10,0,0.0,0.056
10,1,0.40996469757848203,0.097
10,2,0.7822267878729345,0.081
10,3,0.35896166913136995,0.072
10,4,0.3179716344700701,0.041
11,0,0.010179206054432177,0.056
11,1,0.38347954192304284,0.097
11,2,0.8296561384328971,0.081
11,3,0.2962170123484518,0.072
11,4,0.19241962549718147,0.041
12,0,0.19729635337557877,0.056
12,1,0.37955954638959416,0.097
12,2,0.9495434252883475,0.081
12,3,0.433818125199332,0.072
12,4,0.5372296253626674,0.041
13,0,0.007960919493262414,0.056
13,1,0.26013616099847986,0.097
13,2,0.7939135912525255,0.081
13,3,0.25812495414085973,0.072
13,4,0.3042491617339421,0.041
14,0,0.19035324906258425,0.056
14,1,0.30190003310621494,0.097
14,2,0.7465583546326495,0.081
14,3,0.25049461291856645,0.072
14,4,0.121074167130208,0.041
15,0,0.17437112837712268,0.056
15,1,0.27878385782883736,0.097
15,2,0.7573131205960277,0.081
15,3,0.45014483315248055,0.072
15,4,0.3158186652932028,0.041
16,0,0.12571168700562796,0.056
16,1,0.33145128958631714,0.097
16,2,0.9371862133549778,0.081
16,3,0.4175553293954833,0.072
16,4,0.16907114535554224,0.041
17,0,0.1673125502773975,0.056
17,1,0.27433698173074456,0.097
17,2,0.763217427586724,0.081
17,3,0.5273733620139556,0.072
17,4,0.170804732917438,0.041
18,0,0.0,0.056
18,1,0.3345517943888766,0.097
18,2,0.7604483548419707,0.081
18,3,0.3710863143530058,0.072
18,4,0.24529363265335097,0.041
19,0,0.08339390916489348,0.056
19,1,0.3214938830094755,0.097
19,2,0.5977685066804266,0.081
19,3,0.3056943191532738,0.072
19,4,0.3403958738659294,0.041
20,0,0.09814491954883599,0.056
20,1,0.13264953780097766,0.097
20,2,0.6927468165564343,0.081
20,3,0.300741382059681,0.072
20,4,0.2102347682549667,0.041
21,0,0.05673907194519868,0.056
21,1,0.2340817697563522,0.097
21,2,0.8003937304431403,0.081
21,3,0.44777540994335274,0.072
21,4,0.17409713552611095,0.041
22,0,0.042529079238660054,0.056
22,1,0.2578501779660116,0.097
22,2,0.8339820964186644,0.081
22,3,0.3992619850055427,0.072
22,4,0.2767296838706404,0.041
23,0,0.0,0.056
23,1,0.22246638940430558,0.097
23,2,0.877314085588925,0.081
23,3,0.31981721566503063,0.072
23,4,0.3384015718932678,0.041
24,0,0.2405205305878188,0.056
24,1,0.43923257534919025,0.097
24,2,0.7119359181470231,0.081
24,3,0.4076894948584572,0.072
24,4,0.15065675177966734,0.041
25,0,0.19231626083419529,0.056
25,1,0.4706604953678462,0.097
25,2,0.887358941563538,0.081
25,3,0.40091443457401377,0.072
25,4,0.16344607031674574,0.041
26,0,0.16490867326291064,0.056
26,1,0.1777126463324693,0.097
26,2,0.8536336032382066,0.081
26,3,0.3085309068738723,0.072
26,4,0.26205482159617355,0.041
27,0,0.08390626231369366,0.056
27,1,0.26117356010233855,0.097
27,2,0.7114487626171152,0.081
27,3,0.3643254974231806,0.072
27,4,0.25561217985339657,0.041
28,0,0.2043860610918658,0.056
28,1,0.35264481613346954,0.097
28,2,0.9363886524417105,0.081
28,3,0.6539162716269333,0.072
28,4,0.1675509042171107,0.041
29,0,0.0794133282904495,0.056
29,1,0.15599585523162018,0.097
29,2,0.9190727256113641,0.081
29,3,0.5299396814264488,0.072
29,4,0.11328538439504468,0.041
30,0,0.16176408455111452,0.056
30,1,0.421707079698011,0.097
30,2,0.8226288269498875,0.081
30,3,0.4847401432576639,0.072
30,4,0.21748330119914713,0.041
31,0,0.0,0.056
31,1,0.40493473923208656,0.097
31,2,0.9325105661514201,0.081
31,3,0.47345010648800456,0.072
31,4,0.10455027380385795,0.041
32,0,0.024882057533607158,0.056
32,1,0.18695719468794697,0.097
32,2,0.8769977359930794,0.081
32,3,0.5268389522403902,0.072
32,4,0.24244862440564507,0.041
33,0,0.19405355849620098,0.056
33,1,0.21323589100206253,0.097
33,2,0.814586185242831,0.081
33,3,0.2630128943283704,0.072
33,4,0.12282192505067414,0.041
34,0,0.1878673548190896,0.056
34,1,0.27604054918061904,0.097
34,2,0.9209381970686634,0.081
34,3,0.4537960003691996,0.072
34,4,0.4734422159061742,0.041
35,0,0.10937654301519469,0.056
35,1,0.1593594732818451,0.097
35,2,0.7965470343905192,0.081
35,3,0.30369843739338737,0.072
35,4,0.29771800008130733,0.041
36,0,0.10419800644700229,0.056
36,1,0.2862728182902184,0.097
36,2,0.7875867611118341,0.081
36,3,0.4740340817947739,0.072
36,4,0.1547537767655331,0.041
37,0,0.1777049794903608,0.056
37,1,0.4045571168346317,0.097
37,2,0.7657858287394619,0.081
37,3,0.3073953380788522,0.072
37,4,0.14870346823643782,0.041
38,0,0.17101092403639537,0.056
38,1,0.3092478871551097,0.097
38,2,0.8630074938601008,0.081
38,3,0.5762937472303229,0.072
38,4,0.2230953722945133,0.041
39,0,0.019106310860963885,0.056
39,1,0.4057423508862376,0.097
39,2,0.8051360859479636,0.081
39,3,0.48724471576604533,0.072
39,4,0.30661985440977385,0.041
40,0,0.004099190357322119,0.056
40,1,0.4382004604171943,0.097
40,2,0.890512195995656,0.081
40,3,0.33960956275154713,0.072
40,4,0.23044491198708528,0.041
41,0,0.12572074909801068,0.056
41,1,0.30239318144658367,0.097
41,2,0.8871913988812393,0.081
41,3,0.5437356328333527,0.072
41,4,0.20073063727406323,0.041
42,0,0.23308813279720855,0.056
42,1,0.3988202610504112,0.097
42,2,0.8232296158176405,0.081
42,3,0.41761809220523216,0.072
42,4,0.0847434628339985,0.041
43,0,0.0,0.056
43,1,0.3165022798109338,0.097
43,2,0.7144071082170632,0.081
43,3,0.3960363857960381,0.072
43,4,0.14653372581499363,0.041
44,0,0.0,0.056
44,1,0.3357304541936634,0.097
44,2,0.7585468194610109,0.081
44,3,0.40801987125408146,0.072
44,4,0.11068797263707769,0.041
45,0,0.06651827526052663,0.056
45,1,0.4560380141132879,0.097
45,2,0.8128551000071081,0.081
45,3,0.45495763450626675,0.072
45,4,0.07291281931239602,0.041
46,0,0.3389035957392462,0.056
46,1,0.48434137583205333,0.097
46,2,0.9363435490951705,0.081
46,3,0.4828765977604875,0.072
46,4,0.20151432782598644,0.041
47,0,0.14420740168667315,0.056
47,1,0.4048019743994952,0.097
47,2,0.7371430252524294,0.081
47,3,0.35555012557808174,0.072
47,4,0.033086764090946824,0.041
48,0,0.022818092224324488,0.056
48,1,0.4661301730608154,0.097
48,2,0.7665752908849632,0.081
48,3,0.3682153093489417,0.072
48,4,0.23177670324371186,0.041
49,0,0.0,0.056
49,1,0.3945381690087567,0.097
49,2,0.9266406855372875,0.081
49,3,0.437729626546041,0.072
49,4,0.365135098647949,0.041
50,0,0.0,0.056
50,1,0.48437157977518464,0.097
50,2,0.7269258596770347,0.081
50,3,0.272008026673687,0.072
50,4,0.1762608038793331,0.041
51,0,0.28720056804723043,0.056
51,1,0.29805578591004517,0.097
51,2,0.7067408343438919,0.081
51,3,0.27050575255201403,0.072
51,4,0.18948814952535864,0.041
52,0,0.0,0.056
52,1,0.169980715840656,0.097
52,2,0.9543067651859084,0.081
52,3,0.5323263807151237,0.072
52,4,0.1871587853460292,0.041
53,0,0.053433522874545364,0.056
53,1,0.3058508902306844,0.097
53,2,1.0,0.081
53,3,0.44049755087705256,0.072
53,4,0.2909738174959817,0.041
54,0,0.07975424741684489,0.056
54,1,0.306089660711716,0.097
54,2,0.8647162696787044,0.081
54,3,0.41260948278240295,0.072
54,4,0.01026230175113424,0.041
55,0,0.2280540761677464,0.056
55,1,0.23848663222286692,0.097
55,2,1.0,0.081
55,3,0.4686848512765971,0.072
55,4,0.2070972415639746,0.041
56,0,0.14393271401034344,0.056
56,1,0.2891502111436487,0.097
56,2,0.751356723394764,0.081
56,3,0.420759826128572,0.072
56,4,0.28849904671866655,0.041
57,0,0.05354702513550322,0.056
57,1,0.23777628350937208,0.097
57,2,0.7644511359083641,0.081
57,3,0.4952011093846695,0.072
57,4,0.34525502474623715,0.041
58,0,0.13620139119424707,0.056
58,1,0.3581314134035724,0.097
58,2,0.7370299142734887,0.081
58,3,0.48767546499523257,0.072
58,4,0.25517370104650744,0.041
59,0,0.02898720420725162,0.056
