trial,arm,reward,cost
0,0,0.3496714153011233,0.05
0,1,0.4792603548243223,0.1
0,2,0.7647688538100692,0.07
0,3,0.582763582768963,0.03
0,4,0.574243128780433,0.08
1,0,0.2765863043050819,0.05
1,1,0.7368819223261087,0.1
1,2,0.7767434729152909,0.07
1,3,0.3436630736878058,0.03
1,4,0.659681604794456,0.08
2,0,0.25365823071875376,0.05
2,1,0.4301405369644615,0.1
2,2,0.7241962271566034,0.07
2,3,0.1704063706410643,0.03
2,4,0.41025903842356637,0.08
3,0,0.24377124707590273,0.05
3,1,0.3480753319498364,0.1
3,2,0.7314247332595274,0.07
3,3,0.2910371109374547,0.03
3,4,0.4446465928531179,0.08
4,0,0.4465648768921554,0.05
4,1,0.46613355492701963,0.1
4,2,0.7067528204687923,0.07
4,3,0.22903021765438522,0.03
4,4,0.5401179003022298,0.08
5,0,0.3110922589709866,0.05
5,1,0.3273509633866546,0.1
5,2,0.7375698018345671,0.07
5,3,0.3279233572097434,0.03
5,4,0.5679136875227395,0.08
6,0,0.2398293387770603,0.05
6,1,0.7778417276763406,0.1
6,2,0.6986502775262066,0.07
6,3,0.273074688525292,0.03
6,4,0.6904799403313507,0.08
7,0,0.17791563500289775,0.05
7,1,0.5313295392507134,0.1
7,2,0.5040329876120224,0.07
7,3,0.24061767413218837,0.03
7,4,0.6216547359456036,0.08
8,0,0.37384665799954103,0.05
8,1,0.5257052421784956,0.1
8,2,0.6884351717611759,0.07
8,3,0.3638675565292854,0.03
8,4,0.437362581059583,0.08
9,0,0.2280155791605291,0.05
9,1,0.4309041843560319,0.1
9,2,0.8057122226218916,0.07
9,3,0.4412341947482154,0.03
9,4,0.40606558291009925,0.08
10,0,0.3324083969394795,0.05
10,1,0.44223765793755254,0.1
10,2,0.6323077999694041,0.07
10,3,0.47340115466090416,0.03
10,4,0.7134099474745546,0.08
11,0,0.39312801191161983,0.05
11,1,0.37411737151660424,0.1
11,2,0.6690787624148785,0.07
11,3,0.4397516117684277,0.03
11,4,0.7073099639834595,0.08
12,0,0.252082576215471,0.05
12,1,0.4721511535004274,0.1
12,2,0.5893665025993972,0.07
12,3,0.2564552051103195,0.03
12,4,0.6893778404633617,0.08
13,0,0.43562400285708225,0.05
13,1,0.48919848176294994,0.1
13,2,0.8003532897892024,0.07
13,3,0.44339632300571613,0.03
13,4,0.5290368269934363,0.08
