trial,arm,reward,cost
0,0,0.39771887356898555,0.11
0,1,0.030843163357958437,0.09
0,2,0.5069013528295268,0.08
0,3,3.4208432765164867,0.07
0,4,0.1671906736265578,0.04
1,0,0.10070895575131654,0.11
1,1,0.08146588840499579,0.09
1,2,0.034995461349947264,0.08
1,3,0.43320925890433487,0.07
1,4,0.26876363180764373,0.04
2,0,0.4433694683891243,0.11
2,1,0.30003826218741103,0.09
2,2,0.11680358365752988,0.08
2,3,0.169967583972486,0.07
2,4,0.020887933259147323,0.04
3,0,0.14554495602766518,0.11
3,1,0.09154449406987467,0.09
3,2,0.15597350724933728,0.08
3,3,2.2977719259749803,0.07
3,4,0.2604212986033901,0.04
4,0,0.08950660076646279,0.11
4,1,0.6040844859535981,0.09
4,2,0.19604218178572383,0.08
4,3,0.4154873505689974,0.07
4,4,0.02827249006536341,0.04
5,0,0.2801124538616811,0.11
5,1,0.06292218590459644,0.09
5,2,0.150012918704268,0.08
5,3,1.5235517394655052,0.07
5,4,0.29869643104309074,0.04
6,0,0.3037717630882923,0.11
6,1,0.5277829298629263,0.09
6,2,0.6159329322843583,0.08
6,3,0.0984775927491689,0.07
6,4,0.02180413369313561,0.04
7,0,0.3064327657016785,0.11
7,1,0.0003205276484148569,0.09
7,2,0.2624018572795712,0.08
7,3,0.07263593448574186,0.07
7,4,0.0926138378940562,0.04
8,0,0.23379367672332685,0.11
8,1,0.9059165302813608,0.09
8,2,0.08635223380019855,0.08
8,3,0.7801528589369795,0.07
8,4,0.10760343277874145,0.04
9,0,0.2700329744823404,0.11
9,1,0.015291362156435444,0.09
9,2,0.057050461528872366,0.08
9,3,0.4063926071591314,0.07
9,4,0.0244152134841541,0.04
10,0,0.09149876925757057,0.11
10,1,0.5398724314376756,0.09
10,2,0.9723258578638609,0.08
10,3,0.18915902886838498,0.07
10,4,0.04242206357665405,0.04
11,0,0.09870923681595553,0.11
11,1,0.16783762137555477,0.09
11,2,2.079072384647349e-05,0.08
11,3,1.7805216458126862,0.07
11,4,0.08263665487221657,0.04
12,0,1.0227909668360566,0.11
12,1,0.038401734419096445,0.09
12,2,0.7561805410304462,0.08
12,3,0.8546340523998769,0.07
12,4,0.24275061306491563,0.04
13,0,0.14408489224896856,0.11
13,1,0.10124472989610514,0.09
13,2,0.010742107942910334,0.08
13,3,2.0394456472644733,0.07
13,4,0.15473777996071386,0.04
14,0,0.4750842393360233,0.11
14,1,0.283114807575332,0.09
14,2,0.029599133579151934,0.08
14,3,0.1642157038913358,0.07
14,4,0.2950465157527519,0.04
15,0,0.352727252923263,0.11
15,1,0.26886914005019075,0.09
15,2,0.1637187536090979,0.08
15,3,0.48678656751835947,0.07
15,4,0.22983130489920314,0.04
16,0,0.0980038724238549,0.11
16,1,0.33912229582268166,0.09
16,2,0.583403069317395,0.08
16,3,1.4127654384951847,0.07
16,4,0.7091073544788371,0.04
17,0,0.011735169424798741,0.11
17,1,0.08193824916799372,0.09
17,2,0.2680780120471595,0.08
17,3,0.10315264365863691,0.07
17,4,0.16025646527797116,0.04
18,0,0.0003222306826759384,0.11
18,1,0.9603218754374171,0.09
18,2,0.043355844501615254,0.08
18,3,0.24664660288496387,0.07
18,4,0.0058136744497831365,0.04
19,0,0.0029029286326574593,0.11
19,1,0.22569396641934705,0.09
19,2,0.6322383086792644,0.08
19,3,0.04357608578137295,0.07
19,4,0.2914087302926372,0.04
20,0,0.5858528196448279,0.11
20,1,0.09155849899051623,0.09
20,2,0.14657544307749096,0.08
20,3,0.09038976965616828,0.07
20,4,0.5346931088389826,0.04
21,0,0.13779995823466998,0.11
21,1,0.03316833373610459,0.09
21,2,0.18142342283329446,0.08
21,3,0.12805659240772638,0.07
21,4,0.08617049230571835,0.04
22,0,0.2211581156456081,0.11
22,1,5.068728849396016e-05,0.09
22,2,0.01150583001570392,0.08
22,3,2.7200439569787136,0.07
22,4,0.45135586795855265,0.04
23,0,0.0476225110414235,0.11
23,1,0.29146059835413557,0.09
23,2,0.03792221630583152,0.08
23,3,0.648550465176021,0.07
23,4,0.0049180343142939805,0.04
24,0,0.11527671883052686,0.11
24,1,0.008211594839068866,0.09
