trial,arm,reward,cost
0,0,0.9538177147848845,0.05
0,1,0.30336073440797784,0.08
0,2,0.1286420400585254,0.03
0,3,0.5610035772702812,0.1
0,4,1.2710709354874423,0.06
1,0,0.44007802862318157,0.05
1,1,3.5558838619332462,0.08
1,2,0.5773211368758626,0.03
1,3,0.45900413538760787,0.1
1,4,0.4977737022017507,0.06
2,0,0.3362738002059187,0.05
2,1,1.175237907306892,0.08
2,2,0.28863608840151483,0.03
2,3,0.04307295946267786,0.1
2,4,0.5075713502135166,0.06
3,0,1.0715145920006988,0.05
3,1,0.18134483454781242,0.08
3,2,0.09645981291748816,0.03
3,3,0.5308301875301474,0.1
3,4,0.7589186472692738,0.06
4,0,0.8049744490109427,0.05
4,1,1.704005191762969,0.08
4,2,0.6445027516601172,0.03
4,3,0.6609654631650275,0.1
4,4,1.2817303398323032,0.06
5,0,0.3120186554908759,0.05
5,1,0.40417721074081225,0.08
5,2,0.1295558798714418,0.03
5,3,0.2434145630344495,0.1
5,4,0.9968939320335,0.06
6,0,0.07730118374928735,0.05
6,1,0.5117700389750066,0.08
6,2,0.28181684235495613,0.03
6,3,0.4764175266244447,0.1
6,4,0.5548302648562942,0.06
7,0,0.2994769581601804,0.05
7,1,0.5001642927607456,0.08
7,2,1.1192850565517092,0.03
7,3,2.019685602570148,0.1
7,4,0.6968272956530197,0.06
8,0,0.7824328121661233,0.05
8,1,0.11057996674516471,0.08
8,2,0.1908392444788115,0.03
8,3,0.37509248159905545,0.1
8,4,2.0122252929820807,0.06
9,0,0.2306315285650689,0.05
9,1,0.5938008136556805,0.08
9,2,2.118869149361793,0.03
9,3,0.5130279572382533,0.1
9,4,0.9490580798373739,0.06
10,0,0.10283841598488459,0.05
10,1,1.5755944715833972,0.08
10,2,0.46198523336009323,0.03
10,3,0.551325135174533,0.1
10,4,0.4197118635576114,0.06
11,0,0.2900633449293359,0.05
11,1,0.48564557205291803,0.08
11,2,0.5717537302129291,0.03
11,3,1.4581720796298545,0.1
11,4,0.7142121727586703,0.06
12,0,0.8852682704056829,0.05
12,1,0.7935624559966287,0.08
12,2,0.4902859791848823,0.03
12,3,0.7860816515090919,0.1
12,4,1.8473299247172517,0.06
13,0,0.06948837324641925,0.05
13,1,1.298322435583945,0.08
13,2,0.13963634831285593,0.03
13,3,0.15116374054025836,0.1
13,4,0.8497003114431667,0.06
14,0,0.08048636523866536,0.05
14,1,1.949102247857765,0.08
14,2,0.4934222837990083,0.03
14,3,0.8996694012171461,0.1
14,4,0.016260698168370506,0.06
15,0,0.7219731424251611,0.05
15,1,0.7323306601000328,0.08
15,2,0.08655781730063547,0.03
15,3,0.11629648841967516,0.1
15,4,1.1891811711516405,0.06
16,0,0.30708003633245645,0.05
16,1,1.0598031518223507,0.08
16,2,0.40414800033779563,0.03
16,3,0.3448042007667336,0.1
16,4,2.5920352557832183,0.06
17,0,1.4744590375757998,0.05
17,1,0.3980061410700376,0.08
17,2,0.022285059045875476,0.03
17,3,0.25445684723416107,0.1
17,4,0.5078063229754691,0.06
18,0,0.9765122996700859,0.05
18,1,4.835442436563683,0.08
18,2,0.21996218276200769,0.03
18,3,1.0064522978839707,0.1
18,4,0.8993768724702668,0.06
19,0,0.9413502226879823,0.05
19,1,0.1474616020422049,0.08
19,2,0.254477264949004,0.03
19,3,0.19289456307494024,0.1
19,4,0.42076558679572734,0.06
20,0,0.575803472668499,0.05
20,1,0.9886373524275763,0.08
20,2,0.05597357166968628,0.03
20,3,0.098203892997718,0.1
20,4,0.38857938742178477,0.06
21,0,0.8667370149607104,0.05
21,1,1.6866857414581848,0.08
21,2,0.40288628279260946,0.03
21,3,1.3490768896163081,0.1
21,4,0.48586932444119457,0.06
22,0,0.3047599373392189,0.05
22,1,0.39362901632430425,0.08
22,2,0.09381691852413088,0.03
22,3,1.2367254345620395,0.1
22,4,0.41350359925230146,0.06
23,0,0.6430307590942071,0.05
23,1,0.7776518544140992,0.08
23,2,0.36858408006276255,0.03
23,3,0.0018841787351479,0.1
23,4,4.452055981643449,0.06
24,0,1.8859843201020565,0.05
24,1,0.20946079945201435,0.08
24,2,0.173001342662859,0.03
24,3,0.5137932292767767,0.1
24,4,2.321883848393833,0.06
25,0,3.2898871567813837,0.05
25,1,0.26801015577249787,0.08
25,2,0.4154684339182147,0.03
25,3,1.151431991418191,0.1
